file_name,mode,audio_link,,,,,,,,,,,,,,,,,,,,
./audio/138 ተአብዮ ነፍስየ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/139 ስብሕተ ፍቁር ዘማርያም 1.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/139 ስብሕተ ፍቁር ዘማርያም 2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/139 ስብሕተ ፍቁር ዘማርያም 3.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/139 ስብሕተ ፍቁር ዘማርያም 4.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/139 ስብሕተ ፍቁር ዘማርያም 5.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/139 ስብሕተ ፍቁር ዘማርያም 6.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/139 ስብሕተ ፍቁር ዘማርያም 7.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/139 ስብሕተ ፍቁር ዘማርያም 8.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/139 ስብሕተ ፍቁር ዘማርያም 9.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/139 ስብሕተ ፍቁር ዘማርያም 10.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/139 ስብሕተ ፍቁር ዘማርያም 11.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/139 ስብሕተ ፍቁር ዘማርያም 12 ዕዝል.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/139 ተአብዮ ነፍስየ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/140 ሰአል ለነ ጊዮርጊስ 1.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/140 ሰአል ለነ ጊዮርጊስ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/140 ሰአል ለነ ጊዮርጊስ 2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/140 ሰአል ለነ ጊዮርጊስ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/140 ሰአል ለነ ጊዮርጊስ 3.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/140 ሰአል ለነ ጊዮርጊስ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/140 ሰአል ለነ ጊዮርጊስ 4.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/140 ሰአል ለነ ጊዮርጊስ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/142 መሐረነ አብ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/142 መሐረነ አብ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/142 መሐረነ አብ 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/142 መሐረነ አብ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/142 መሐረነ አብ 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/142 መሐረነ አብ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/142 መሐረነ አብ 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/142 መሐረነ አብ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/142 መሐረነ አብ 5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/142 መሐረነ አብ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/142 መሐረነ አብ 6.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/142 መሐረነ አብ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/142 መሐረነ አብ 7.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/142 መሐረነ አብ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/142 መሐረነ አብ 8.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/142 መሐረነ አብ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/143 ሃሌ ሉያ ለአብ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/143 ሃሌ ሉያ ለአብ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/143 ሃሌ ሉያ ለአብ 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/143 ሃሌ ሉያ ለአብ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/144 ንስግድ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/144 ንስግድ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/144 ንስግድ 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/144 ንስግድ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/145 በረከታቲሃ ለዛቲ_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/145 በረከታቲሃ ለዛቲ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/145 በረከታቲሃ ለዛቲ_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/145 በረከታቲሃ ለዛቲ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/145 በረከታቲሃ ለዛቲ_3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/145 በረከታቲሃ ለዛቲ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/150 ኢየሱስ ክርስቶስ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/150 ኢየሱስ ክርስቶስ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/150 ኢየሱስ ክርስቶስ 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/150 ኢየሱስ ክርስቶስ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/151 እሴብህ ጸጋኪ ዘዘወትር.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/151 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/152 እሴብሕ ጸጋኪ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/152 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/152 እሴብሕ ጸጋኪ 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/152 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/152 እሴብሕ ጸጋኪ 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/152 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/152 እሴብሕ ጸጋኪ 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/152 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/152 እሴብሕ ጸጋኪ 5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/152 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/152 እሴብሕ ጸጋኪ 6.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/152 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/152 እሴብሕ ጸጋኪ 7.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/152 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/153  እሴብሕ ጸጋኪ ዘቊስቋም 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/153 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/153  እሴብሕ ጸጋኪ ዘቊስቋም 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/153 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/153  እሴብሕ ጸጋኪ ዘቊስቋም 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/153 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/153  እሴብሕ ጸጋኪ ዘቊስቋም 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/153 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/153  እሴብሕ ጸጋኪ ዘቊስቋም 5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/153 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/153  እሴብሕ ጸጋኪ ዘቊስቋም 6.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/153 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/153  እሴብሕ ጸጋኪ ዘቊስቋም 7.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/153 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/153  እሴብሕ ጸጋኪ ዘቊስቋም 8.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/153 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/153  እሴብሕ ጸጋኪ ዘቊስቋም 9.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/153 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/154  እሴብሕ ጸጋኪ ዘዘመነ ጽጌ 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/154 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/154  እሴብሕ ጸጋኪ ዘዘመነ ጽጌ 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/154 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/154  እሴብሕ ጸጋኪ ዘዘመነ ጽጌ 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/154 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/154  እሴብሕ ጸጋኪ ዘዘመነ ጽጌ 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/154 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/155  እሴብሕ ጸጋኪ ዘሐዋርያት.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/155 እሴብህ ጸጋኪ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/156  እሴብሕ ጸጋከ ዘመድኃኔዓለም 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/156  እሴብህ ጸጋከ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/156  እሴብሕ ጸጋከ ዘመድኃኔዓለም 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/156  እሴብህ ጸጋከ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/156  እሴብሕ ጸጋከ ዘመድኃኔዓለም 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/156  እሴብህ ጸጋከ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/156  እሴብሕ ጸጋከ ዘመድኃኔዓለም 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/156  እሴብህ ጸጋከ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/156  እሴብሕ ጸጋከ ዘመድኃኔዓለም 5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/156  እሴብህ ጸጋከ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/157 መልክዐ ውዳሴ ዘሰኑይ_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/157 መልክዐ ውዳሴ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/157 መልክዐ ውዳሴ ዘሰኑይ_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/157 መልክዐ ውዳሴ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/157 መልክዐ ውዳሴ ዘሰኑይ_3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሰዓታት/157 መልክዐ ውዳሴ.mp3,,,,,,,,,,,,,,,,,,,,
./audio/1 ሊጦን ዘሰኑይ ግዕዝ 1-እንዘ ነአኲቶ-ጸልዩ.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን እንዘ ነአኲቶ (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/1 ሊጦን ጸልዩ.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን እንዘ ነአኲቶ (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/1 ሊጦን ዘሰኑይ ግዕዝ 2-እግዚእ ዘኵሎ.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን እንዘ ነአኲቶ (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/2 ሊጦን ዘሠሉስ ግዕዝ 1_2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሠሉስ ግዕዝ (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/2 ሊጦን ጸልዩ.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሠሉስ ግዕዝ (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/2 ሊጦን ዘሠሉስ ግዕዝ 3.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሠሉስ ግዕዝ (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/3 ሊጦን ዘረቡዕ ግዕዝ 1_2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘረቡዕ ግዕዝ (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/3 ሊጦን ጸልዩ.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘረቡዕ ግዕዝ (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/3 ሊጦን ዘረቡዕ ግዕዝ 3.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘረቡዕ ግዕዝ (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/4 ሊጦን ዘሐሙስ ግዕዝ 1_2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሐሙስ ግዕዝ (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/4 ሊጦን ጸልዩ.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሐሙስ ግዕዝ (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/4 ሊጦን ዘሐሙስ ግዕዝ 3_1.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሐሙስ ግዕዝ (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/4 ሊጦን ዘሐሙስ ግዕዝ 3_2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሐሙስ ግዕዝ (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/11 ሊጦን ዘሰኑይ ዕዝል 1_2_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሰኑይ ዕዝል (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/5 ሊጦን ጸልዩ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሰኑይ ዕዝል (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/11 ሊጦን ዘሰኑይ ዕዝል 3_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሰኑይ ዕዝል (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/11 ሊጦን ዘሰኑይ ዕዝል 3_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሰኑይ ዕዝል (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/12 ሊጦን ዘሠሉስ ዕዝል 1_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሠሉስ ዕዝል (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/12 ሊጦን ዘሠሉስ ዕዝል 3_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሠሉስ ዕዝል (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/12 ሊጦን ዘሠሉስ ዕዝል 3_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሠሉስ ዕዝል (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 ሊጦን ዘረቡዕ ዕዝል 1_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘረቡዕ ዕዝል (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 ሊጦን ጸልዩ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘረቡዕ ዕዝል (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 ሊጦን ዘረቡዕ ዕዝል 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘረቡዕ ዕዝል (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/14 ሊጦን ዘሐሙስ ዕዝል 1_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሐሙስ ዕዝል (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/14 ሊጦን ጸልዩ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሐሙስ ዕዝል (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/14 ሊጦን ዘሐሙስ ዕዝል 3_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሐሙስ ዕዝል (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/14 ሊጦን ዘሐሙስ ዕዝል 3_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሐሙስ ዕዝል (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/14 ሊጦን ዘሐሙስ ዕዝል 3_3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘሐሙስ ዕዝል (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/15 ሊጦን ዘዐርብ ዕዝል 1_2_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘዐርብ ዕዝል (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/15 ሊጦን ዘዐርብ ዕዝል 1_2_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘዐርብ ዕዝል (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/15 ሊጦን ዘዐርብ ዕዝል 3_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘዐርብ ዕዝል (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/15 ሊጦን ዘዐርብ ዕዝል 3_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘዐርብ ዕዝል (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/16 ሊጦን ዘቀዳሚት ዕዝል 1_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘቀዳሚት ዕዝል (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/16 ሊጦን ዘቀዳሚት ዕዝል 1_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘቀዳሚት ዕዝል (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/16 ሊጦን ዘቀዳሚት ዕዝል 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘቀዳሚት ዕዝል (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/17 ሊጦን ዘእሁድ ዕዝል 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘእሁድ ዕዝል (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/17 ሊጦን ዘእሁድ ዕዝል 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘእሁድ ዕዝል (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/17 ሊጦን ዘእሁድ ዕዝል 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘእሁድ ዕዝል (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/18 ሊጦን ዘቀዳም ስዑር 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘቀዳም ስዑር (1).mp3,,,,,,,,,,,,,,,,,,,,
